id,Title,Category,Active,subtitle,articles,description,Created on
14082,Paterson Silk Strike 1913,topic,True,Timeline of people's history stories about the 1913 Paterson Silk Strike.,"1913 Paterson silk strike starts,Mass meeting at Botto House,Paterson Strike Pagent",,02/06/2023 15:51
14073,Pauline Hanson,person,True,"Timeline of people's history stories about Pauline Hanson, a far-right Australian politician.",One Nation party launch disrupted,,05/05/2023 12:16
14072,One Nation,organisation,True,"Timeline of people's history stories about the One Nation, a far-right political party in Australia.",One Nation party launch disrupted,,05/05/2023 12:14
13970,Amalgamated Association of Street and Electric Railway Employees of America,organisation,True,Timeline of people's history stories about the Amalgamated Association of Street and Electric Railway Employees of America union,Indianapolis streetcar strike,,02/11/2022 14:21
13972,Halloween,topic,True,Timeline of people's history stories about Halloween,"Indianapolis streetcar strike,North Berwick witch trials",,02/11/2022 14:22
13971,Indianapolis,city_area,True,"Timeline of people's history stories about Indianapolis, Indiana.",Indianapolis streetcar strike,,02/11/2022 14:22
14103,Apulia,city_area,True,Timeline of people's history stories about the Italian region of Apulia..,"Bari massacre,Nicola Sacco born",,25/07/2023 12:54
14069,Geelong,city_area,True,"Timeline of people's history stories about Geelong, Victoria.","Geelong Regional Libraries strike,One Nation party launch disrupted",,25/04/2023 09:32
13969,Jina Mahsa Amini,person,True,"Timeline of people's history stories about Jina Mahsa Amini, the young Kurdish woman who died in the custody of the ""morality police"" in Iran, 2022.",Iranian women protest,,28/10/2022 21:51
13968,Bordeaux,city_area,True,"Timeline of stories about the city of Bordeaux, France.","""Blockades on Rue Sainte-Catherine, Bordeaux"",""Blockade on Cours Victor Hugo, Bordeaux"",""Barricade on Rue des Ayres, Bordeaux"",""Barricades on Rue Paul Bert, Bordeaux""",,25/10/2022 23:58
13966,Boyevaya Organizatsiya Anarkho-Kommunistov,organisation,True,"Timeline of stories about the Boyevaya Organizatsiya Anarkho-Kommunistov (Anarcho-Communist Combat Organisation), active in Russia in the 2020s.",Military rail sabotage,,20/10/2022 20:32
13965,Mario Fiorentini,person,True,"Timeline of stories about Italian partisan, Mario Fiorentini.","Attack on Regina Coeli prison,Via Rasella attack",,05/10/2022 08:40
13964,Amalgamated Trade Union of Swaziland,organisation,True,Timeline of stories about the Amalgamated Trade Union of Swaziland in Eswatini.,Eswatini textile strike,,30/09/2022 07:22
13963,Eswatini,country,True,Timeline of stories about the Kingdom of Eswatini,"Eswatini textile strike,Ubombo Ranches strike,Peak Timber strike,Havelock miners strike",,30/09/2022 07:22
13930,Giorgia Meloni,person,True,Timeline of content about Italian far-right politician Georgia Meloni,Circeo massacre,,29/09/2022 15:54
13929,Savoie,city_area,True,Timeline of stories about the Savoie department of France.,Georges Borrel born,,19/08/2022 15:52
13928,T-Bone Slim,person,True,"Timeline of stories about hobo author and songwriter, T-Bone Slim.","T-Bone Slim's body found,T-Bone Slim born",,11/08/2022 16:43
7660,New York,city_area,True,Timeline,"STAR house relocated,Sylvia Rivera dies,New York International Women's Day,National Women's Day,T-Bone Slim's body found,A Philip Randolph,MacKinnon Mill strike,Colored Sailors' Home,Lincoln Center,Broadway Baby,Enslaved people given land,Mother AME Zion church,Anti-slavery riot,Stonecutters riot,Flour riot,Rose Street Club established,Cooper Union Building,Central Park opens,Troy collar workers strike,First International in NYC,Brooklyn Bridge completed,Johann Most arrested,Kraemer's Hall,Frick attentat preparation,Webster Hall,Jewish Daily Forward,Emma Goldman's house,Women's Trade Union League,Emma Goldman's massage parlour,New York Call,Mother Earth moves,John Reed moves,Utica radical meeting spot,Frank Pease lives in the Bronx,George S Selder in NYC,George Guanquinto in NYC,Marcus Garvey in Harlem,The Masses,Ten Days That Shook the World,New School founded,The Messenger in Harlem,Il Martello shut down,Brotherhood of Sleeping Car Porters,Workers Lab Theatre,Women's House of Detention,Catholic Worker,Blumstein's boycott,Malcolm X a waiter,Central Park playground battle,Organization of Afro-American Unity,Statue of Liberty bomb plot,Liberty House,Liberation Books,Langston Hughes dies,Oscar Wilde Memorial Bookshop opens,Amsterdam News strike,New York Black Panthers,War Resister's League,Statue of Liberty occupation,Red Carpet Lounge incident,GAA Firehouse,Statue of Liberty occupation,Sheridan Square Garden,City Hall homeless camp,Sam Dolgoff dies,African burial ground,Blackout Books,Bluestockings Bookstore,Harlem rent strike,Yippies conceived,Collar Laundry Union formed,Troy ironers strike,Central Park homophobic attack,Troy laundry cooperative,Troy laundry strike expands,Troy starchers strike,Workmen's Circle first meeting,Brooklyn trouser protest,Collar Laundry Union strike,Brooklyn Bridge construction strike,Courant Institute occupation,Sam Melville arrested,STAR house founded,New York Modern School,Coloured Sailor's Home,Seneca village evicted,Justus Schwalb's saloon,Jack London a hobo,Mabel Dodge's salon,Beethoven Hall,Polly's restaurant,Brevoort hotel radicals,Chumley's,IWW New York,Chomsky newsstand,Christodora House,Catholic Worker,War Resister's League HQ,Washington Square Methodist Church,Hydrogen bomb creator pied,Emma Goldman in Harlem,Woody Guthrie in New York,WTUL picnics,Sanger birth-control clinic,Harlem rent strike,Pietro Panto born,Bakunin in New York,Sydenham hospital occupation,NYPD riot,New York teachers' boycott,Eve's Hangout raided,Weavers strike for beer,Federal office bombed,Marine Midland Building bomb,Brooklyn student strike,Mark Rothko dies,Remington Rand strike,New York students strike,Ida Rauh born,Sojourner Truth born,Frayhayt anti-war leaflet,Brooklyn trolley workers strike,New York brewery strike,Bagel bakers locked out,New York transport strike,Prohibition due to begin,Lavender menace action,The Jerry rescue,Solomon Northop born,NY gravediggers strike grows,Lincoln hospital occupation,CCNY general student strike,Emma Goldman Arrested,Lionel Stander,Waiters union organisers beaten,Carlo Tresca assassinated,NYC brewery workers victory,Beer strikers reject offer,Virgilia d'Andrea dies,Ellis Island closes,New York court bombing,Fishkill food riot,Martin Glaberman born,The Tompkins Square Riot,Catholic cemetery workers strike,Draft riots and massacre,Brewery strikers arrested,Ruppert brewery wildcat strike,UK Gay Liberation Front founded,Angela Davis arrested by FBI,Attica prison massacre,Carlo Tresca arrested,Bagel bakers strike,Murray Bookchin born,Martin Sostre arrested,New York hospital strike,The Young Lords occupy hospital,Rent strike in Jewish area of NYC,ACT UP protest at Stock Exchange,Brewery maintenance workers strike,Emma Goldman moves to New York,Rochester workers protest,Rochester media denounces women anarchists,New York suffrage meeting,Rochester mass sackings,The Great Dictator debuts,Michael Stewart killed by police,National Hockey League Lockout,Black NYC waiters demand pay increase,Assata Shakur born,NYC second school boycott,Kate Mullany dies,Eric Garner murdered by NYPD,Occupy Wall Street protests,Audre Lorde born,NYC elevator workers wildcat strike,Troy workers' picnic,Rosa Pastor Stokes born,Harlem race riot,Second National Women's Day,Murray Hill Lyceum raided,Ladies Home Journal Sit-In,US postal wildcat strike,Brewery union officials booed,Louise Michel interview,First Women's Rights Convention,Western Union telegraphers strike,Harlem uprising,Lola Ridge dies,Sam Nahem,Rudolf Rocker dies,Panther 21 arrested,James Baldwin born,Bronx residents fight evictions,Sylvia Rivera born,Kate Mullany funeral,Women's food riot,Harriot Stanton Blatch born,NYC Yom Kippur anarchist ball,Emma Goldman bread speech,Goldman and Berkman arrested,Goldman and Berkman deported,Gay Activists Alliance founded,New York lox strike,Bagel bakers solidarity strike,Malcolm X assassinated,US Postal Service wildcat strike,New York beer strike wins,Gravediggers return to work,Brewery strike wins concessions,Troy collar laundry workers strike,""Uprising of the 20,000 ends"",Rochester clothing strike,Knickerbocker Hotel riot,Mass arrests in Rochester,Triangle Shirtwaist strike,""Uprising of the 20,000"",First anarchist deportation order,UBW tries to end strike,Howard Zinn born,Police attack strikers' children,Ritz Carlton attacked,ACT UP Wall St protest,Stormé DeLarverie dies,High-rise elevator workers strike,Occupy Wall St pepper spraying,Air-traffic control sick-out,Triangle Shirtwaist Factory fire,Fur strikers raid scab apartment,Weinstein Hall occupation,Edward Said dies,Wurtzburger Hofbrau strike,Harvard scabs disappear,New York Tenants Resist Eviction,Buffalo riots,New York waiters strike ends,Julia Ward Howe born,NYC brewery strike grows,Lower East Side rent strike,Ida Rauh dies,Muslim ban protests,Lucy Burns born,Stonewall rebellion,Emma Goldman birth control lecture,Rochester general strike begins,Troy collar laundry strike wins,Rochester general strike ends,NYC bagel bakers victorious,New York City school boycott,Al Lewis dies,Little Falls Textile Strike ends,Cloak makers lockout,Washington DC suffrage parade,Andrea Salsedo death,Mass arrest of fur strikers,Al Lewis born,Chico Mendez garden destroyed,Amazon coronavirus strike,Brooklyn tenant strike,NYC waiters strike again,NYC bagel bakers' strike,Sherry's strike photo,Fred Trump arrested at KKK rally,AFL leaders heckled by waiters,Anti-Renter movement meetings,Fraye Arbeter Shtime first published,US Gay Liberation Front conceived,Martin Gugino attacked,Philadelphia Inquirer strike,US student strike,Emma Goldman's incitement trial,Allen Ginsberg dies,Ida Breiman shot dead,""Frederick Douglass """"fourth of July"""" speech"",Juliet Poyntz disappears,New York enslaved rebellion,Violence in Tompkins Square,Marsha P Johnson found dead,Biological warfare experiment on subway,Weather Underground house explosion,Emma Goldman holds lectures,Maiden Lane revolt,""No beer, no work movement"",End of bagel bakers and drivers strike,Paterson Strike Pagent,New York bridge strike,Bagel bakers win strike,Diego Viñales injured,Snake Pit raided,New York City waiters' strike,Whitehall Induction Centre bombing,Telegraphers strike benefit,Astor Hotel riot,""Bronx """"slave market"""""",Striking furriers beaten by police,Jewish Daily Forward protest,Hard hat riot,Bagel bakers vacation strike,Goldman and Berkman jailed,Fur strikers clash with police,No Conscription League founded,Pioneers of Liberty founded,Little Falls Textile Strike begins,Attica prison uprising,Manhattan IWW hall,City College occupied,Haudenosaunee women's boycott,Ben Fletcher dies,Nile Rodgers,Yippie centre closed,Hunts Point Market strike begins,Brooklyn newspaper strike,Columbia tuition strike,New York transport strike,New York blackout,Abbie Hoffman arrested,Wall Street bombing,Betty Wales Building strike,Elevator operators authorise strike,Elevator workers' strike,Kuwasi Balagoon dies,Julius Bar sip-in,Queens Liberation Front,Yale Club waiters strike,Bronx hospital strike",,19/07/2022 16:21
